FREQ	ID	CORRECTED_ID	NAME_AS_IN_TEXT	REGULAR_EXPRESSION
000000059	@PID000000003	@PIDXXXXXXXXX	الجندي	@P\d\d \w*الجندي
000000019	@PID000000434	@PIDXXXXXXXXX	السلطان الملك المظفر	@P\d\d \w*السلطان[ ~\n]+الملك[ ~\n]+المظفر
000000014	@PID000000501	@PIDXXXXXXXXX	السلطان الملك المجاهد	@P\d\d \w*السلطان[ ~\n]+الملك[ ~\n]+المجاهد
000000014	@PID000000401	@PIDXXXXXXXXX	السلطان نور الدين	@P\d\d \w*السلطان[ ~\n]+نور[ ~\n]+الدين
000000014	@PID000000327	@PIDXXXXXXXXX	ابن الأديب	@P\d\d \w*ابن[ ~\n]+الأديب
000000011	@PID000000517	@PIDXXXXXXXXX	السلطان الملك المؤيد	@P\d\d \w*السلطان[ ~\n]+الملك[ ~\n]+المؤيد
000000011	@PID000000164	@PIDXXXXXXXXX	الملك المظفر	@P\d\d \w*الملك[ ~\n]+المظفر
000000010	@PID000000090	@PIDXXXXXXXXX	المجاهد	@P\d\d \w*المجاهد
000000009	@PID000000843	@PIDXXXXXXXXX	الفقيه إسماعيل بن محمد الحضرمي	@P\d\d \w*الفقيه[ ~\n]+إسماعيل[ ~\n]+بن[ ~\n]+محمد[ ~\n]+الحضرمي
000000009	@PID000000730	@PIDXXXXXXXXX	بني محمد بن عمر	@P\d\d \w*بني[ ~\n]+محمد[ ~\n]+بن[ ~\n]+عمر
000000009	@PID000000456	@PIDXXXXXXXXX	القاضي بهاء الدين	@P\d\d \w*القاضي[ ~\n]+بهاء[ ~\n]+الدين
000000008	@PID000000696	@PIDXXXXXXXXX	بنو محمد بن عمر	@P\d\d \w*بنو[ ~\n]+محمد[ ~\n]+بن[ ~\n]+عمر
000000008	@PID000000172	@PIDXXXXXXXXX	ابن النحوي	@P\d\d \w*ابن[ ~\n]+النحوي
000000007	@PID000000602	@PIDXXXXXXXXX	الفقيه عمر بن سعيد	@P\d\d \w*الفقيه[ ~\n]+عمر[ ~\n]+بن[ ~\n]+سعيد
000000007	@PID000000311	@PIDXXXXXXXXX	ابن الحرازي	@P\d\d \w*ابن[ ~\n]+الحرازي
000000007	@PID000000271	@PIDXXXXXXXXX	الملك الأشرف	@P\d\d \w*الملك[ ~\n]+الأشرف
000000007	@PID000000235	@PIDXXXXXXXXX	بنو عمران	@P\d\d \w*بنو[ ~\n]+عمران
000000007	@PID000000189	@PIDXXXXXXXXX	الإمام الشافعي	@P\d\d \w*الإمام[ ~\n]+الشافعي
000000007	@PID000000021	@PIDXXXXXXXXX	عدن	@P\d\d \w*عدن
000000006	@PID000000592	@PIDXXXXXXXXX	علي بن قاسم الحكمي	@P\d\d \w*علي[ ~\n]+بن[ ~\n]+قاسم[ ~\n]+الحكمي
000000006	@PID000000584	@PIDXXXXXXXXX	السلطان الملك الأفضل	@P\d\d \w*السلطان[ ~\n]+الملك[ ~\n]+الأفضل
000000006	@PID000000479	@PIDXXXXXXXXX	محمد بن علي	@P\d\d \w*محمد[ ~\n]+بن[ ~\n]+علي
000000006	@PID000000280	@PIDXXXXXXXXX	الدولة المؤيدية	@P\d\d \w*الدولة[ ~\n]+المؤيدية
000000006	@PID000000078	@PIDXXXXXXXXX	محمد	@P\d\d \w*محمد
000000006	@PID000000047	@PIDXXXXXXXXX	المظفر	@P\d\d \w*المظفر
000000006	@PID000000042	@PIDXXXXXXXXX	الأشرف	@P\d\d \w*الأشرف
000000005	@PID000000738	@PIDXXXXXXXXX	الفقيه صالح بن عمر	@P\d\d \w*الفقيه[ ~\n]+صالح[ ~\n]+بن[ ~\n]+عمر
000000005	@PID000000597	@PIDXXXXXXXXX	القاضي محمد بن علي	@P\d\d \w*القاضي[ ~\n]+محمد[ ~\n]+بن[ ~\n]+علي
000000005	@PID000000461	@PIDXXXXXXXXX	الفقيه إسماعيل الحضرمي	@P\d\d \w*الفقيه[ ~\n]+إسماعيل[ ~\n]+الحضرمي
000000005	@PID000000440	@PIDXXXXXXXXX	الإمام أبي حنيفة	@P\d\d \w*الإمام[ ~\n]+أبي[ ~\n]+حنيفة
000000005	@PID000000348	@PIDXXXXXXXXX	الملك المجاهد	@P\d\d \w*الملك[ ~\n]+المجاهد
000000005	@PID000000329	@PIDXXXXXXXXX	الملك المؤيد	@P\d\d \w*الملك[ ~\n]+المؤيد
000000005	@PID000000210	@PIDXXXXXXXXX	الفقيه إسماعيل	@P\d\d \w*الفقيه[ ~\n]+إسماعيل
000000005	@PID000000186	@PIDXXXXXXXXX	ابن الرسول	@P\d\d \w*ابن[ ~\n]+الرسول
000000005	@PID000000179	@PIDXXXXXXXXX	الشيخ مدافع	@P\d\d \w*الشيخ[ ~\n]+مدافع
000000005	@PID000000148	@PIDXXXXXXXXX	عبد الله	@P\d\d \w*عبد[ ~\n]+الله
000000005	@PID000000128	@PIDXXXXXXXXX	أبو بكر	@P\d\d \w*أبو[ ~\n]+بكر
000000004	@PID000000820	@PIDXXXXXXXXX	الفقيه عمر بن سعيد العقيبي	@P\d\d \w*الفقيه[ ~\n]+عمر[ ~\n]+بن[ ~\n]+سعيد[ ~\n]+العقيبي
000000004	@PID000000667	@PIDXXXXXXXXX	أحمد بن سليمان الحكمي	@P\d\d \w*أحمد[ ~\n]+بن[ ~\n]+سليمان[ ~\n]+الحكمي
000000004	@PID000000663	@PIDXXXXXXXXX	الفقيه علي بن مسعود	@P\d\d \w*الفقيه[ ~\n]+علي[ ~\n]+بن[ ~\n]+مسعود
000000004	@PID000000586	@PIDXXXXXXXXX	السلطان الملك الأشرف	@P\d\d \w*السلطان[ ~\n]+الملك[ ~\n]+الأشرف
000000004	@PID000000417	@PIDXXXXXXXXX	الشيخ أبو الغيث	@P\d\d \w*الشيخ[ ~\n]+أبو[ ~\n]+الغيث
000000004	@PID000000414	@PIDXXXXXXXXX	الفقيه عبد الرحمن	@P\d\d \w*الفقيه[ ~\n]+عبد[ ~\n]+الرحمن
000000004	@PID000000355	@PIDXXXXXXXXX	عبد الرحمن	@P\d\d \w*عبد[ ~\n]+الرحمن
000000004	@PID000000228	@PIDXXXXXXXXX	الملك الواثق	@P\d\d \w*الملك[ ~\n]+الواثق
000000004	@PID000000138	@PIDXXXXXXXXX	ابن ناصر	@P\d\d \w*ابن[ ~\n]+ناصر
000000004	@PID000000079	@PIDXXXXXXXXX	علي	@P\d\d \w*علي
000000004	@PID000000048	@PIDXXXXXXXXX	المؤيد	@P\d\d \w*المؤيد
000000004	@PID000000033	@PIDXXXXXXXXX	زبيد	@P\d\d \w*زبيد
000000004	@PID000000031	@PIDXXXXXXXXX	مكة	@P\d\d \w*مكة
000000004	@PID000000026	@PIDXXXXXXXXX	إسماعيل	@P\d\d \w*إسماعيل
000000004	@PID000000024	@PIDXXXXXXXXX	البخاري	@P\d\d \w*البخاري
000000004	@PID000000011	@PIDXXXXXXXXX	داود	@P\d\d \w*داود
000000003	@PID000001050	@PIDXXXXXXXXX	الإمام أبو الحسن علي بن أحمد الأصبحي	@P\d\d \w*الإمام[ ~\n]+أبو[ ~\n]+الحسن[ ~\n]+علي[ ~\n]+بن[ ~\n]+أحمد[ ~\n]+الأصبحي
000000003	@PID000001045	@PIDXXXXXXXXX	الشيخ الصالح أحمد بن أبي الخير الصياد	@P\d\d \w*الشيخ[ ~\n]+الصالح[ ~\n]+أحمد[ ~\n]+بن[ ~\n]+أبي[ ~\n]+الخير[ ~\n]+الصياد
000000003	@PID000001001	@PIDXXXXXXXXX	الفقيه أحمد بن موسى بن عجيل	@P\d\d \w*الفقيه[ ~\n]+أحمد[ ~\n]+بن[ ~\n]+موسى[ ~\n]+بن[ ~\n]+عجيل
000000003	@PID000000936	@PIDXXXXXXXXX	الفقيه صالح بن عمر البريهي	@P\d\d \w*الفقيه[ ~\n]+صالح[ ~\n]+بن[ ~\n]+عمر[ ~\n]+البريهي
000000003	@PID000000830	@PIDXXXXXXXXX	الفقيه أبي بكر بن حنكاش	@P\d\d \w*الفقيه[ ~\n]+أبي[ ~\n]+بكر[ ~\n]+بن[ ~\n]+حنكاش
000000003	@PID000000823	@PIDXXXXXXXXX	الإمام عبد الله بن حمزة	@P\d\d \w*الإمام[ ~\n]+عبد[ ~\n]+الله[ ~\n]+بن[ ~\n]+حمزة
000000003	@PID000000661	@PIDXXXXXXXXX	الفقيه علي بن قاسم	@P\d\d \w*الفقيه[ ~\n]+علي[ ~\n]+بن[ ~\n]+قاسم
000000003	@PID000000622	@PIDXXXXXXXXX	الشيخ أحمد بن علوان	@P\d\d \w*الشيخ[ ~\n]+أحمد[ ~\n]+بن[ ~\n]+علوان
000000003	@PID000000397	@PIDXXXXXXXXX	الإمام سيف السنة	@P\d\d \w*الإمام[ ~\n]+سيف[ ~\n]+السنة
000000003	@PID000000313	@PIDXXXXXXXXX	ابن الجنيد	@P\d\d \w*ابن[ ~\n]+الجنيد
000000003	@PID000000305	@PIDXXXXXXXXX	ابن العراف	@P\d\d \w*ابن[ ~\n]+العراف
000000003	@PID000000297	@PIDXXXXXXXXX	الملك المنصور	@P\d\d \w*الملك[ ~\n]+المنصور
000000003	@PID000000233	@PIDXXXXXXXXX	أسد الدين	@P\d\d \w*أسد[ ~\n]+الدين
000000003	@PID000000219	@PIDXXXXXXXXX	ابن العزاف	@P\d\d \w*ابن[ ~\n]+العزاف
000000003	@PID000000216	@PIDXXXXXXXXX	أبي شعبة	@P\d\d \w*أبي[ ~\n]+شعبة
000000003	@PID000000203	@PIDXXXXXXXXX	بني رسول	@P\d\d \w*بني[ ~\n]+رسول
000000003	@PID000000178	@PIDXXXXXXXXX	الفقيه عثمان	@P\d\d \w*الفقيه[ ~\n]+عثمان
000000003	@PID000000177	@PIDXXXXXXXXX	مدينة زبيد	@P\d\d \w*مدينة[ ~\n]+زبيد
000000003	@PID000000168	@PIDXXXXXXXXX	الدار النجمي	@P\d\d \w*الدار[ ~\n]+النجمي
000000003	@PID000000082	@PIDXXXXXXXXX	يوسف	@P\d\d \w*يوسف
000000003	@PID000000081	@PIDXXXXXXXXX	إبراهيم	@P\d\d \w*إبراهيم
000000003	@PID000000061	@PIDXXXXXXXXX	اليمن	@P\d\d \w*اليمن
000000003	@PID000000051	@PIDXXXXXXXXX	الريمي	@P\d\d \w*الريمي
000000003	@PID000000041	@PIDXXXXXXXXX	المقدسي	@P\d\d \w*المقدسي
000000003	@PID000000018	@PIDXXXXXXXXX	معمر	@P\d\d \w*معمر
000000003	@PID000000007	@PIDXXXXXXXXX	الخضر	@P\d\d \w*الخضر
000000003	@PID000000004	@PIDXXXXXXXXX	الأسنوي	@P\d\d \w*الأسنوي
000000002	@PID000001323	@PIDXXXXXXXXX	 الفقيه البارع أبو عبد الله محمد بن علي بن جبير.	@P\d\d \w*[ ~\n]+الفقيه[ ~\n]+البارع[ ~\n]+أبو[ ~\n]+عبد[ ~\n]+الله[ ~\n]+محمد[ ~\n]+بن[ ~\n]+علي[ ~\n]+بن[ ~\n]+جبير.
000000002	@PID000001098	@PIDXXXXXXXXX	الفقيه أبو بكر بن محمد بن عمر اليحيوي	@P\d\d \w*الفقيه[ ~\n]+أبو[ ~\n]+بكر[ ~\n]+بن[ ~\n]+محمد[ ~\n]+بن[ ~\n]+عمر[ ~\n]+اليحيوي
000000002	@PID000001067	@PIDXXXXXXXXX	الأمام أبي الحسن علي بن أحمد الأصبحي	@P\d\d \w*الأمام[ ~\n]+أبي[ ~\n]+الحسن[ ~\n]+علي[ ~\n]+بن[ ~\n]+أحمد[ ~\n]+الأصبحي
000000002	@PID000001057	@PIDXXXXXXXXX	الإمام أبي الحسن علي بن أحمد الأصبحي	@P\d\d \w*الإمام[ ~\n]+أبي[ ~\n]+الحسن[ ~\n]+علي[ ~\n]+بن[ ~\n]+أحمد[ ~\n]+الأصبحي
000000002	@PID000001036	@PIDXXXXXXXXX	محمد بن عمر بن يحيى بن زكريا	@P\d\d \w*محمد[ ~\n]+بن[ ~\n]+عمر[ ~\n]+بن[ ~\n]+يحيى[ ~\n]+بن[ ~\n]+زكريا
000000002	@PID000001009	@PIDXXXXXXXXX	الفقيه محمد بن أبي بكر الأصبحي	@P\d\d \w*الفقيه[ ~\n]+محمد[ ~\n]+بن[ ~\n]+أبي[ ~\n]+بكر[ ~\n]+الأصبحي
000000002	@PID000000954	@PIDXXXXXXXXX	الإمام علي بن أحمد ألاصبحي	@P\d\d \w*الإمام[ ~\n]+علي[ ~\n]+بن[ ~\n]+أحمد[ ~\n]+ألاصبحي
000000002	@PID000000912	@PIDXXXXXXXXX	محمد بن عبد الله الحضرمي	@P\d\d \w*محمد[ ~\n]+بن[ ~\n]+عبد[ ~\n]+الله[ ~\n]+الحضرمي
000000002	@PID000000908	@PIDXXXXXXXXX	الفقيه علي بن أحمد الأصبحي	@P\d\d \w*الفقيه[ ~\n]+علي[ ~\n]+بن[ ~\n]+أحمد[ ~\n]+الأصبحي
000000002	@PID000000906	@PIDXXXXXXXXX	أحمد بن موسى بن عجيل	@P\d\d \w*أحمد[ ~\n]+بن[ ~\n]+موسى[ ~\n]+بن[ ~\n]+عجيل
000000002	@PID000000899	@PIDXXXXXXXXX	عبد الله بن عمران الخولاني	@P\d\d \w*عبد[ ~\n]+الله[ ~\n]+بن[ ~\n]+عمران[ ~\n]+الخولاني
000000002	@PID000000898	@PIDXXXXXXXXX	الفقيه محمد بن إسماعيل الحضرمي	@P\d\d \w*الفقيه[ ~\n]+محمد[ ~\n]+بن[ ~\n]+إسماعيل[ ~\n]+الحضرمي
000000002	@PID000000882	@PIDXXXXXXXXX	أحمد بن عبد الله الوزيري	@P\d\d \w*أحمد[ ~\n]+بن[ ~\n]+عبد[ ~\n]+الله[ ~\n]+الوزيري
000000002	@PID000000850	@PIDXXXXXXXXX	الفقيه أبو بكر بن حنكاش	@P\d\d \w*الفقيه[ ~\n]+أبو[ ~\n]+بكر[ ~\n]+بن[ ~\n]+حنكاش
000000002	@PID000000826	@PIDXXXXXXXXX	الشيخ أبي الغيث بن جميل	@P\d\d \w*الشيخ[ ~\n]+أبي[ ~\n]+الغيث[ ~\n]+بن[ ~\n]+جميل
000000002	@PID000000810	@PIDXXXXXXXXX	إبراهيم بن علي بن عجيل	@P\d\d \w*إبراهيم[ ~\n]+بن[ ~\n]+علي[ ~\n]+بن[ ~\n]+عجيل
000000002	@PID000000771	@PIDXXXXXXXXX	علي بن محمد الحلي	@P\d\d \w*علي[ ~\n]+بن[ ~\n]+محمد[ ~\n]+الحلي
000000002	@PID000000763	@PIDXXXXXXXXX	الفقيه علي بن إبراهيم	@P\d\d \w*الفقيه[ ~\n]+علي[ ~\n]+بن[ ~\n]+إبراهيم
000000002	@PID000000760	@PIDXXXXXXXXX	الإمام أبو الحسن الأصبحي	@P\d\d \w*الإمام[ ~\n]+أبو[ ~\n]+الحسن[ ~\n]+الأصبحي
000000002	@PID000000746	@PIDXXXXXXXXX	صالح بن علي الحضرمي	@P\d\d \w*صالح[ ~\n]+بن[ ~\n]+علي[ ~\n]+الحضرمي
000000002	@PID000000735	@PIDXXXXXXXXX	الفقيه عمر بن إبراهيم	@P\d\d \w*الفقيه[ ~\n]+عمر[ ~\n]+بن[ ~\n]+إبراهيم
000000002	@PID000000723	@PIDXXXXXXXXX	الفقيه عمر بن عاصم	@P\d\d \w*الفقيه[ ~\n]+عمر[ ~\n]+بن[ ~\n]+عاصم
000000002	@PID000000717	@PIDXXXXXXXXX	محمد بن أبي بكر	@P\d\d \w*محمد[ ~\n]+بن[ ~\n]+أبي[ ~\n]+بكر
000000002	@PID000000715	@PIDXXXXXXXXX	عبد الله بن سلم	@P\d\d \w*عبد[ ~\n]+الله[ ~\n]+بن[ ~\n]+سلم
000000002	@PID000000666	@PIDXXXXXXXXX	عمرو بن علي الساعي	@P\d\d \w*عمرو[ ~\n]+بن[ ~\n]+علي[ ~\n]+الساعي
000000002	@PID000000665	@PIDXXXXXXXXX	شيخه علي بن مسعود	@P\d\d \w*شيخه[ ~\n]+علي[ ~\n]+بن[ ~\n]+مسعود
000000002	@PID000000664	@PIDXXXXXXXXX	الإمام أحمد بن حنبل	@P\d\d \w*الإمام[ ~\n]+أحمد[ ~\n]+بن[ ~\n]+حنبل
000000002	@PID000000633	@PIDXXXXXXXXX	محمد بن إسماعيل الحضرمي	@P\d\d \w*محمد[ ~\n]+بن[ ~\n]+إسماعيل[ ~\n]+الحضرمي
000000002	@PID000000612	@PIDXXXXXXXXX	إسماعيل بن محمد الحضرمي	@P\d\d \w*إسماعيل[ ~\n]+بن[ ~\n]+محمد[ ~\n]+الحضرمي
000000002	@PID000000603	@PIDXXXXXXXXX	أبو بكر بن ناصر	@P\d\d \w*أبو[ ~\n]+بكر[ ~\n]+بن[ ~\n]+ناصر
000000002	@PID000000599	@PIDXXXXXXXXX	الفقيه محمد بن عمر	@P\d\d \w*الفقيه[ ~\n]+محمد[ ~\n]+بن[ ~\n]+عمر
000000002	@PID000000565	@PIDXXXXXXXXX	صالح بن عمر	@P\d\d \w*صالح[ ~\n]+بن[ ~\n]+عمر
000000002	@PID000000557	@PIDXXXXXXXXX	الفقيه جمال الدين	@P\d\d \w*الفقيه[ ~\n]+جمال[ ~\n]+الدين
000000002	@PID000000538	@PIDXXXXXXXXX	محمد بن بطال	@P\d\d \w*محمد[ ~\n]+بن[ ~\n]+بطال
000000002	@PID000000536	@PIDXXXXXXXXX	محمد بن عمر	@P\d\d \w*محمد[ ~\n]+بن[ ~\n]+عمر
000000002	@PID000000513	@PIDXXXXXXXXX	عمر بن سعيد	@P\d\d \w*عمر[ ~\n]+بن[ ~\n]+سعيد
000000002	@PID000000505	@PIDXXXXXXXXX	محمد بن إبراهيم	@P\d\d \w*محمد[ ~\n]+بن[ ~\n]+إبراهيم
000000002	@PID000000496	@PIDXXXXXXXXX	إبراهيم بن عيسى	@P\d\d \w*إبراهيم[ ~\n]+بن[ ~\n]+عيسى
000000002	@PID000000493	@PIDXXXXXXXXX	محمد بن مسعود	@P\d\d \w*محمد[ ~\n]+بن[ ~\n]+مسعود
000000002	@PID000000481	@PIDXXXXXXXXX	قاضي بهاء الدين	@P\d\d \w*قاضي[ ~\n]+بهاء[ ~\n]+الدين
000000002	@PID000000470	@PIDXXXXXXXXX	محمد بن مصباح	@P\d\d \w*محمد[ ~\n]+بن[ ~\n]+مصباح
000000002	@PID000000449	@PIDXXXXXXXXX	الشيخ أبي الغيث	@P\d\d \w*الشيخ[ ~\n]+أبي[ ~\n]+الغيث
000000002	@PID000000448	@PIDXXXXXXXXX	علي بن إبراهيم	@P\d\d \w*علي[ ~\n]+بن[ ~\n]+إبراهيم
000000002	@PID000000446	@PIDXXXXXXXXX	عمرو بن علي	@P\d\d \w*عمرو[ ~\n]+بن[ ~\n]+علي
000000002	@PID000000443	@PIDXXXXXXXXX	يوسف بن يعقوب	@P\d\d \w*يوسف[ ~\n]+بن[ ~\n]+يعقوب
000000002	@PID000000427	@PIDXXXXXXXXX	الشيخ أبا الغيث	@P\d\d \w*الشيخ[ ~\n]+أبا[ ~\n]+الغيث
000000002	@PID000000424	@PIDXXXXXXXXX	الحسن بن راشد	@P\d\d \w*الحسن[ ~\n]+بن[ ~\n]+راشد
000000002	@PID000000409	@PIDXXXXXXXXX	عمر بن عاصم	@P\d\d \w*عمر[ ~\n]+بن[ ~\n]+عاصم
000000002	@PID000000404	@PIDXXXXXXXXX	محمد بن مضمون	@P\d\d \w*محمد[ ~\n]+بن[ ~\n]+مضمون
000000002	@PID000000400	@PIDXXXXXXXXX	عمر بن الحداد	@P\d\d \w*عمر[ ~\n]+بن[ ~\n]+الحداد
000000002	@PID000000390	@PIDXXXXXXXXX	الشريف أحمد	@P\d\d \w*الشريف[ ~\n]+أحمد
000000002	@PID000000388	@PIDXXXXXXXXX	مدينة تعز	@P\d\d \w*مدينة[ ~\n]+تعز
000000002	@PID000000383	@PIDXXXXXXXXX	ابن السيري	@P\d\d \w*ابن[ ~\n]+السيري
000000002	@PID000000356	@PIDXXXXXXXXX	عبد الصمد	@P\d\d \w*عبد[ ~\n]+الصمد
000000002	@PID000000345	@PIDXXXXXXXXX	أبن الصفي	@P\d\d \w*أبن[ ~\n]+الصفي
000000002	@PID000000338	@PIDXXXXXXXXX	السلطان المؤيد	@P\d\d \w*السلطان[ ~\n]+المؤيد
000000002	@PID000000336	@PIDXXXXXXXXX	عبد المؤمن	@P\d\d \w*عبد[ ~\n]+المؤمن
000000002	@PID000000306	@PIDXXXXXXXXX	الحاوي الصغير	@P\d\d \w*الحاوي[ ~\n]+الصغير
000000002	@PID000000300	@PIDXXXXXXXXX	ابن الصفي	@P\d\d \w*ابن[ ~\n]+الصفي
000000002	@PID000000299	@PIDXXXXXXXXX	أبي حنيفة	@P\d\d \w*أبي[ ~\n]+حنيفة
000000002	@PID000000276	@PIDXXXXXXXXX	إسحاق الطبري	@P\d\d \w*إسحاق[ ~\n]+الطبري
000000002	@PID000000264	@PIDXXXXXXXXX	أبي بكر	@P\d\d \w*أبي[ ~\n]+بكر
000000002	@PID000000257	@PIDXXXXXXXXX	بني عمران	@P\d\d \w*بني[ ~\n]+عمران
000000002	@PID000000250	@PIDXXXXXXXXX	أبي حجر	@P\d\d \w*أبي[ ~\n]+حجر
000000002	@PID000000230	@PIDXXXXXXXXX	عمران الصوفي	@P\d\d \w*عمران[ ~\n]+الصوفي
000000002	@PID000000227	@PIDXXXXXXXXX	السلطان المظفر	@P\d\d \w*السلطان[ ~\n]+المظفر
000000002	@PID000000213	@PIDXXXXXXXXX	بهاء الدين	@P\d\d \w*بهاء[ ~\n]+الدين
000000002	@PID000000204	@PIDXXXXXXXXX	الدولة المظفرية	@P\d\d \w*الدولة[ ~\n]+المظفرية
000000002	@PID000000200	@PIDXXXXXXXXX	ابن سمرة	@P\d\d \w*ابن[ ~\n]+سمرة
000000002	@PID000000199	@PIDXXXXXXXXX	ابن الهرمل	@P\d\d \w*ابن[ ~\n]+الهرمل
000000002	@PID000000193	@PIDXXXXXXXXX	ابن الجوزي	@P\d\d \w*ابن[ ~\n]+الجوزي
000000002	@PID000000191	@PIDXXXXXXXXX	ابن حنكاش	@P\d\d \w*ابن[ ~\n]+حنكاش
000000002	@PID000000190	@PIDXXXXXXXXX	أبو حنيفة	@P\d\d \w*أبو[ ~\n]+حنيفة
000000002	@PID000000181	@PIDXXXXXXXXX	ابن عباس	@P\d\d \w*ابن[ ~\n]+عباس
000000002	@PID000000174	@PIDXXXXXXXXX	الشيخ علي	@P\d\d \w*الشيخ[ ~\n]+علي
000000002	@PID000000173	@PIDXXXXXXXXX	ابن التائه	@P\d\d \w*ابن[ ~\n]+التائه
000000002	@PID000000167	@PIDXXXXXXXXX	أبي حديد	@P\d\d \w*أبي[ ~\n]+حديد
000000002	@PID000000153	@PIDXXXXXXXXX	الفقيه عمرو	@P\d\d \w*الفقيه[ ~\n]+عمرو
000000002	@PID000000140	@PIDXXXXXXXXX	بنو خطاب	@P\d\d \w*بنو[ ~\n]+خطاب
000000002	@PID000000137	@PIDXXXXXXXXX	الفقيه الخضر	@P\d\d \w*الفقيه[ ~\n]+الخضر
000000002	@PID000000136	@PIDXXXXXXXXX	بنو رسول	@P\d\d \w*بنو[ ~\n]+رسول
000000002	@PID000000127	@PIDXXXXXXXXX	أبا بكر	@P\d\d \w*أبا[ ~\n]+بكر
000000002	@PID000000123	@PIDXXXXXXXXX	الأفضل	@P\d\d \w*الأفضل
000000002	@PID000000110	@PIDXXXXXXXXX	هندوه	@P\d\d \w*هندوه
000000002	@PID000000098	@PIDXXXXXXXXX	الغيثي	@P\d\d \w*الغيثي
000000002	@PID000000094	@PIDXXXXXXXXX	المقري	@P\d\d \w*المقري
000000002	@PID000000083	@PIDXXXXXXXXX	همدان	@P\d\d \w*همدان
000000002	@PID000000071	@PIDXXXXXXXXX	المؤيدية	@P\d\d \w*المؤيدية
000000002	@PID000000063	@PIDXXXXXXXXX	مسلم	@P\d\d \w*مسلم
000000002	@PID000000056	@PIDXXXXXXXXX	ياقوت	@P\d\d \w*ياقوت
000000002	@PID000000054	@PIDXXXXXXXXX	المفضل	@P\d\d \w*المفضل
000000002	@PID000000053	@PIDXXXXXXXXX	البيلقاني	@P\d\d \w*البيلقاني
000000002	@PID000000046	@PIDXXXXXXXXX	المنصور	@P\d\d \w*المنصور
000000002	@PID000000039	@PIDXXXXXXXXX	الشافعي	@P\d\d \w*الشافعي
000000002	@PID000000038	@PIDXXXXXXXXX	مالك	@P\d\d \w*مالك
000000002	@PID000000035	@PIDXXXXXXXXX	السلعاني	@P\d\d \w*السلعاني
000000002	@PID000000029	@PIDXXXXXXXXX	يحيى	@P\d\d \w*يحيى
000000002	@PID000000027	@PIDXXXXXXXXX	أحمد	@P\d\d \w*أحمد
000000001	@PID000001648	@PIDXXXXXXXXX	 الفقيه الصالح تقي الدين عمر بن مظفر	@P\d\d \w*[ ~\n]+الفقيه[ ~\n]+الصالح[ ~\n]+تقي[ ~\n]+الدين[ ~\n]+عمر[ ~\n]+بن[ ~\n]+مظفر
000000001	@PID000001647	@PIDXXXXXXXXX	 الفقيه نور الدين إسماعيل بن عبد الرحمن بن عبد الله بن أحمد بن أبي الخير	@P\d\d \w*[ ~\n]+الفقيه[ ~\n]+نور[ ~\n]+الدين[ ~\n]+إسماعيل[ ~\n]+بن[ ~\n]+عبد[ ~\n]+الرحمن[ ~\n]+بن[ ~\n]+عبد[ ~\n]+الله[ ~\n]+بن[ ~\n]+أحمد[ ~\n]+بن[ ~\n]+أبي[ ~\n]+الخير
000000001	@PID000001646	@PIDXXXXXXXXX	 الفقيه سراج الدين عبد اللطيف بن أبي بكر الشرجي	@P\d\d \w*[ ~\n]+الفقيه[ ~\n]+سراج[ ~\n]+الدين[ ~\n]+عبد[ ~\n]+اللطيف[ ~\n]+بن[ ~\n]+أبي[ ~\n]+بكر[ ~\n]+الشرجي
000000001	@PID000001645	@PIDXXXXXXXXX	 الفقيه برهان الدين إبراهيم بن عبد الله بن إبراهيم بن أحمد بن أبي الخير	@P\d\d \w*[ ~\n]+الفقيه[ ~\n]+برهان[ ~\n]+الدين[ ~\n]+إبراهيم[ ~\n]+بن[ ~\n]+عبد[ ~\n]+الله[ ~\n]+بن[ ~\n]+إبراهيم[ ~\n]+بن[ ~\n]+أحمد[ ~\n]+بن[ ~\n]+أبي[ ~\n]+الخير
000000001	@PID000001644	@PIDXXXXXXXXX	 الفقيه أحمد بن القاضي علي بن سالم	@P\d\d \w*[ ~\n]+الفقيه[ ~\n]+أحمد[ ~\n]+بن[ ~\n]+القاضي[ ~\n]+علي[ ~\n]+بن[ ~\n]+سالم
000000001	@PID000001643	@PIDXXXXXXXXX	 ولد السلطان المسمى علي	@P\d\d \w*[ ~\n]+ولد[ ~\n]+السلطان[ ~\n]+المسمى[ ~\n]+علي
000000001	@PID000001642	@PIDXXXXXXXXX	 الشريف فخر الدين عبد الله بن إدريس بن محمد بن إدريس بن علي بن عبد الله بن الحسن بن حمزة	@P\d\d \w*[ ~\n]+الشريف[ ~\n]+فخر[ ~\n]+الدين[ ~\n]+عبد[ ~\n]+الله[ ~\n]+بن[ ~\n]+إدريس[ ~\n]+بن[ ~\n]+محمد[ ~\n]+بن[ ~\n]+إدريس[ ~\n]+بن[ ~\n]+علي[ ~\n]+بن[ ~\n]+عبد[ ~\n]+الله[ ~\n]+بن[ ~\n]+الحسن[ ~\n]+بن[ ~\n]+حمزة
000000001	@PID000001641	@PIDXXXXXXXXX	 الشريف إدريس بن عبد الله	@P\d\d \w*[ ~\n]+الشريف[ ~\n]+إدريس[ ~\n]+بن[ ~\n]+عبد[ ~\n]+الله
